2.4025,1.04E+05,361,729,0.89302,2071.3,NaN,0.23583,NaN,NaN,0,1140.7,6.25,242.47,1627.4,0.18917,16.653,4.5356,NaN,28.667,476.45,1092.8,363.88,NaN,NaN,NaN,17678,32.375,NaN,NaN,0.1775,NaN,NaN,24123,373.12,0,1,1,1,1,0,1,NaN,1,NaN,NaN,0,0.33333,0.33333,1,0.53125,0,1,1,NaN,0,0.98333,0.98305,0.75,NaN,NaN,NaN,0.25,0.79688,NaN,NaN,0.20833,NaN,NaN,NaN,1,NaN,0,15,2
NaN,NaN,NaN,NaN,NaN,16,NaN,0.0425,265.13,0.3301,3.7273,1234,31.25,96.785,284.89,0.0125,NaN,0.52563,342.15,18.5,718.32,688.11,123.52,18,17711,0.00245,49225,NaN,0.25,162.96,0.82922,NaN,NaN,2.28E+05,22.332,0.038621,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0.75,0,0,1,1,1,0.19697,0,NaN,1,0.29167,0,1,0.8,0.16667,0.2,1,0.33333,1,NaN,0,0.22917,0.88235,NaN,NaN,NaN,0.5,NaN,1,13,7
NaN,NaN,NaN,NaN,NaN,17,NaN,0.3625,NaN,0.2401,0,62.5,20.25,120.8,106.32,0.1625,NaN,2.1781,NaN,22.5,268.66,439.81,380.25,NaN,NaN,NaN,245,NaN,NaN,NaN,0.60167,NaN,NaN,18640,51.963,0,NaN,NaN,NaN,NaN,NaN,0,NaN,1,NaN,0,0,0,1,1,0,0,NaN,1,NaN,0,0.61538,0.40541,0.41026,NaN,NaN,NaN,0,NaN,NaN,NaN,0.58333,NaN,NaN,NaN,1,NaN,0,7,2
NaN,3721,56.25,16,0.89302,5286.7,NaN,6.3492,NaN,NaN,0.4,5831.3,125.58,304.1,231.24,0.3125,NaN,1.3506,NaN,55,558.75,412.49,1551.8,NaN,NaN,NaN,10901,14.9,0.25,NaN,0.97538,NaN,NaN,1.64E+05,9.8625,1.2007,NaN,1,0,0,0,1,NaN,1,NaN,NaN,0,1,1,1,0.2439,0,NaN,1,NaN,0.66667,0.875,0.4359,0.9,NaN,NaN,NaN,0,0.675,0,NaN,0.61538,NaN,NaN,NaN,0.33333,NaN,0,14,7
1.8225,NaN,NaN,1089,NaN,845,NaN,0.1125,NaN,NaN,0,2925,110.25,232.47,59.232,0.21583,NaN,1.9131,NaN,16,499.57,132.81,2465.1,NaN,NaN,NaN,24237,9.2364,NaN,NaN,0.18294,NaN,NaN,2995,21.712,8.0095,1,NaN,NaN,1,NaN,1,NaN,0.5,NaN,NaN,0,1,1,1,0,0,NaN,1,NaN,0,0.92857,0.017857,0.98214,NaN,NaN,NaN,0.5,0.49091,NaN,NaN,0.29412,NaN,NaN,NaN,1,NaN,0,12,3
NaN,NaN,NaN,NaN,NaN,35,NaN,0.0091667,265.74,0.1917,44.714,1202,3.5833,268.2,166.43,0.1125,0,3.2256,332.31,26,NaN,NaN,NaN,43.2,5344.9,0.0046,23322,NaN,6.8654,384.79,0.8852,NaN,NaN,1.11E+05,64.832,85.51,NaN,NaN,NaN,NaN,NaN,0.33333,NaN,0,0.71831,0,0,0.5,0,1,0.089552,0,0,1,0.32353,0,NaN,NaN,NaN,0.46667,0.66667,0.66667,0.5,NaN,0.23077,0.4507,0.5,NaN,NaN,NaN,1,NaN,1,25,9
NaN,NaN,NaN,NaN,NaN,580.89,NaN,1.6318,141.77,NaN,14.375,16355,22.917,114.64,45.729,0.51536,NaN,1.9273,461.65,644.2,230.8,340.02,2393,109,463.25,0.0017,43189,91.958,2.25,3016.5,1.6021,NaN,NaN,32766,6.9625,0.066667,NaN,NaN,NaN,NaN,NaN,1,NaN,1,0.17391,NaN,0,0.77778,0.77778,0.5,0,0.42857,NaN,1,0.15217,1,0.72727,0.36364,0.90909,1,0.5,0,1,0.75,0,1,1,NaN,NaN,NaN,0,NaN,0,18,6
2.7225,NaN,NaN,NaN,NaN,316.25,NaN,0.0225,NaN,NaN,0.15385,4364,46.917,267.12,246.54,0.0125,NaN,2.0419,NaN,0.75,705.47,619.21,142.51,NaN,NaN,NaN,20569,24.019,NaN,NaN,0.34,NaN,NaN,22892,9.7145,0,1,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,0,1,1,1,0.16071,0,NaN,1,NaN,0,0.98148,0.72222,0.22222,NaN,NaN,NaN,0.2,0.66667,NaN,NaN,0.4,NaN,NaN,NaN,0.4,NaN,0,9,2
3.6325,932.5,49,24.5,0.16453,42.286,256,0.14536,614.61,0.2586,30.583,4252.4,25.964,89.149,307.38,0.17964,0.22571,1.0699,1068.6,46.429,545.31,601.11,1292.4,122.82,2191.5,0.023991,54024,NaN,NaN,1141.5,0.65947,NaN,NaN,1.04E+05,352.66,0,1,0,0,0,0,0.42857,0,0.57143,0.55556,0,0,1,0.85714,0.33333,0.19643,0,0,1,0.2093,0.71429,0.76471,0.58824,0.58824,0.90909,0.63636,0.72727,1,NaN,NaN,0.42222,0.52632,NaN,NaN,NaN,1,NaN,1,28,16
NaN,NaN,NaN,NaN,NaN,18,NaN,0.049167,240.32,0.2481,12.071,106,42.917,265.43,67.298,0.4325,NaN,1.3406,457.3,17,818.82,1093,268.54,437.71,42410,0.016664,6124.8,NaN,1.5833,214.36,0.76933,NaN,NaN,7.33E+05,19.293,27,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0.80702,0,0,0.5,1,1,0.017544,0,NaN,1,0.47368,0,1,1,0.57143,0.28571,1,0.36364,0,NaN,0,0.29825,0.73333,NaN,NaN,NaN,0.5,NaN,1,18,7
5.0625,10426,2311,17570,44.709,50,NaN,4.8325,NaN,NaN,0,734.5,6.25,243.45,352.5,0.3825,NaN,0.27563,NaN,32.5,454.86,731.21,202.03,NaN,NaN,NaN,24129,22.105,NaN,NaN,0.42875,NaN,NaN,NaN,1.2525,0,1,1,1,1,1,0.5,NaN,1,NaN,NaN,0,0.5,0,1,0.375,0,NaN,1,NaN,0.5,0.83333,0.77778,0.36111,NaN,NaN,NaN,0.5,0.73684,NaN,NaN,0.25,NaN,NaN,NaN,0,NaN,0,NaN,7
NaN,NaN,NaN,NaN,NaN,12.5,NaN,0.069167,184.88,0.1831,23.182,5606.3,16.25,246.58,398.2,0.34917,6.25,1.5156,350.82,20.667,210.25,205.35,156.25,89.455,14674,0.0061769,13334,NaN,0.75,133.14,0.59119,NaN,NaN,48561,126.46,42.667,NaN,NaN,NaN,NaN,NaN,0,NaN,0.33333,0.63492,0,0,0.66667,0.33333,1,0.27869,0.33333,1,1,0.29508,0,1,0,0,0.54545,0.90909,0.30769,0.33333,NaN,0,0.15873,0.52381,NaN,NaN,NaN,1,NaN,1,17,11
NaN,NaN,NaN,NaN,NaN,278.5,NaN,0.1325,NaN,0.15835,0,1220.5,2.25,226.23,200.88,0.0625,0.01,2.3356,NaN,25,243.23,291.16,128.33,NaN,NaN,NaN,558.5,29.314,NaN,NaN,0.76417,NaN,NaN,4441,60.763,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0.5,NaN,0,0,1,0,1,0.058824,0,0,1,NaN,0,0.7451,0.29412,0.19608,NaN,NaN,NaN,0,0.72549,NaN,NaN,0.75,NaN,NaN,NaN,1,NaN,0,10,2
NaN,NaN,NaN,NaN,NaN,1691.4,NaN,1.08,NaN,NaN,0,43486,27.5,250.15,372.21,0.2025,NaN,1.8088,NaN,9.125,184.15,182.87,453.08,NaN,NaN,NaN,155,41.238,NaN,NaN,0.13,NaN,NaN,2805.6,38.343,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,0,0.875,1,1,0.30952,0.125,NaN,1,NaN,0,0.53659,0.17073,0.58537,NaN,NaN,NaN,0,0.83333,NaN,NaN,0.27273,NaN,NaN,NaN,0.66667,NaN,0,15,3
NaN,NaN,NaN,NaN,NaN,16.5,NaN,0.0275,NaN,NaN,NaN,2073.8,5.25,186,NaN,0.2375,0.565,1.0881,NaN,4.25,NaN,NaN,NaN,20.333,14268,0.0003,39490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.623,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,0.75,0.25,1,NaN,0,0,1,NaN,0,NaN,NaN,NaN,0.33333,1,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.66667,NaN,0,NaN,2
NaN,NaN,NaN,NaN,NaN,122.5,NaN,16.833,NaN,NaN,0,296,1.25,90.09,265.4,1.4625,NaN,0.60562,NaN,16,957.71,927.95,128.83,NaN,NaN,NaN,1712.5,26.057,NaN,NaN,0.21182,NaN,NaN,NaN,83.323,0,NaN,NaN,NaN,NaN,NaN,0.5,NaN,1,NaN,NaN,0,0.5,0,1,0.075472,0.75,NaN,1,NaN,0,0.98077,0.92308,0.23077,NaN,NaN,NaN,0,0.71698,NaN,NaN,0.27273,NaN,NaN,NaN,1,NaN,0,NaN,5
NaN,NaN,NaN,NaN,NaN,135.33,NaN,0.0225,216.17,0.09985,61.565,4187.7,18.917,26.325,218.63,0.3925,NaN,1.679,510.52,25,255.13,281.06,1424,140.86,16063,0.0095143,8070.5,NaN,1.25,2790.4,2.33,NaN,NaN,1.20E+05,102.76,0,NaN,NaN,NaN,NaN,NaN,0.66667,NaN,0,0.59155,0,0,1,0.33333,0.5,0.10127,0.25,NaN,1,0.43662,0,0.53488,0.18605,0.72093,1,1,0.85714,0,NaN,0,0.80282,0.70588,NaN,NaN,NaN,1,NaN,1,22,5
5.0625,1418.7,13.667,0.33333,0.42836,165.25,NaN,0.0525,44.942,0.1409,46.25,643,2.75,222.48,126.75,0.3325,0.185,1.6581,119.17,17.5,60.75,129,55.75,71.286,4488.5,0.0082857,5709.5,NaN,0.25,205.6,0.73308,NaN,NaN,65486,27.532,0,1,0,0,0,0,0.75,NaN,0,0.11538,0,0,0.25,0,1,0.053571,0,0.25,1,0.038462,0,0.25,0,0,0.85714,0.85714,1,0,NaN,0,0.25,0.61538,NaN,NaN,NaN,0.75,NaN,1,10,12
NaN,NaN,NaN,NaN,NaN,22.25,NaN,0.0825,224.83,0.13381,24.615,2039,10.25,272.2,408.21,1.0125,NaN,2.3356,276.98,3.3333,12.25,9,1806.3,13.455,13951,0.0025077,28862,NaN,0.5,610.25,0.45375,NaN,NaN,35485,95.216,0,NaN,NaN,NaN,NaN,NaN,0.25,NaN,0.25,0.70769,0,0,1,0.33333,1,0.51613,0.5,NaN,1,0.16923,0,0,0,1,0.18182,1,0.23077,0.66667,NaN,0,0.58462,0.40625,NaN,NaN,NaN,1,NaN,1,16,11
NaN,NaN,NaN,NaN,NaN,272.5,NaN,0.0725,NaN,0.53897,0,2610,57.25,38.21,319.17,0.1125,NaN,2.0406,NaN,26,70.65,208.17,1293.9,13,702.25,0.0148,461,NaN,NaN,NaN,0.217,NaN,NaN,69205,37.772,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0.5,NaN,0,0,0.5,1,0.5,0.075472,0,NaN,1,NaN,0,0.26,0.125,0.72,0,1,1,0,NaN,NaN,NaN,0.1,NaN,NaN,NaN,1,NaN,1,13,1
NaN,NaN,NaN,NaN,NaN,212,NaN,0.1225,NaN,0.045023,57.75,208,76.25,121.15,128.02,0.4625,NaN,0.51812,NaN,16,1258.6,918.72,869.82,29.667,2556.3,0.0013667,1822.5,NaN,NaN,NaN,0.17083,NaN,NaN,1098.7,7.5625,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,0,0,0.5,1,1,0.035088,0.5,NaN,1,NaN,0,0.875,0.82143,0.375,0.33333,0.33333,0,0,NaN,NaN,NaN,0.083333,NaN,NaN,NaN,0,NaN,1,21,9
NaN,NaN,NaN,NaN,NaN,3025,NaN,0.0025,294.3,NaN,0.1,324,12.25,382.51,47.372,0.0025,NaN,0.85562,538.29,49,942.92,1068.5,122.92,NaN,NaN,NaN,38252,9.8205,NaN,110.98,0.11,NaN,NaN,NaN,2.8158,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,0.68293,NaN,0,1,1,1,0,0,NaN,1,0.60976,1,1,1,0,NaN,NaN,NaN,1,0.38462,NaN,0.073171,0.0625,NaN,NaN,NaN,0,NaN,0,NaN,NaN
NaN,NaN,NaN,NaN,NaN,27,NaN,0.0225,328.49,0.21285,38.333,12208,0.91667,78.14,286.46,0.1425,1.354,2.209,532.62,14,346.25,386.97,351.58,12,4642.3,0.0029,5085,NaN,NaN,127.75,0.82571,NaN,NaN,12130,42.373,1.3964,NaN,NaN,NaN,NaN,NaN,0.33333,NaN,0,0.86,0,0,1,0,0.66667,0.14815,0,0.6,1,0.70213,0,0.66667,0.33333,0.66667,0.1,0.9,0.3,0,NaN,NaN,0.19231,0.78571,NaN,NaN,NaN,1,NaN,1,13,12
NaN,NaN,NaN,NaN,NaN,1260.5,NaN,0.8325,853.66,NaN,0,140.5,25.25,166.77,86,0.0925,NaN,1.6281,838.27,42.5,933.39,1090.6,169.96,13,956.25,0.0037,488,NaN,NaN,754.66,0.28,NaN,NaN,2891.6,103.27,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,0.97059,NaN,0,0.5,1,1,0,0,NaN,1,0.69697,0.5,1,1,0.28571,0,1,0.5,0,NaN,NaN,0.20588,0.41667,NaN,NaN,NaN,1,NaN,0,8,3
2.7225,1,225,64,0.55502,70.333,NaN,0.0825,351.9,0.078482,58.222,4875.7,23.583,123.92,200.23,0.2425,0.37,1.8473,439.56,9.6667,764.65,789.54,162.38,89.333,1005.6,0.0035556,41925,NaN,NaN,492.81,0.14,NaN,NaN,966.67,162.39,0.74057,1,0,0,0,0,0.66667,NaN,0.33333,0.80882,0,0,0.66667,1,1,0.072464,0,0,1,0.45588,0,0.93333,0.73333,0.26667,0.33333,0.66667,0.22222,1,NaN,NaN,0.26471,0.083333,NaN,NaN,NaN,1,NaN,1,20,10
NaN,NaN,NaN,NaN,NaN,8918,NaN,1.6745,NaN,NaN,0,3935.4,89.45,239.16,91.429,0.0585,NaN,2.1486,NaN,21.8,916.81,1040,202.25,100,72.25,0.0256,44382,NaN,5.9643,NaN,0.42286,NaN,NaN,4604.8,0.8225,0.0097222,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,0,1,1,1,0,0,NaN,1,NaN,0,0.97436,0.92308,0.30769,1,0,1,1,NaN,0.28571,NaN,0.42857,NaN,NaN,NaN,0,NaN,0,8,5
NaN,6889,729,3844,0.41602,25.667,NaN,0.1025,275.36,0.054562,14.524,1040,17.583,95.744,506.8,0.34917,0.53667,1.0573,589.71,7,530.73,727.04,485.78,34.2,9484.6,0.0019,757.2,NaN,0.25,360.16,0.85583,NaN,NaN,21595,1.0145,0,NaN,1,1,1,0,0,NaN,0.66667,0.71111,0,0,1,1,1,0.72,0.33333,0,1,0.37778,0,1,0.82759,0.26667,0.6,1,0.4,0,NaN,0,0.2,0.97917,NaN,NaN,NaN,0,NaN,1,16,4
2.4025,4761,36,169,0.021025,2147.3,NaN,0.2275,NaN,NaN,0.72727,4231.8,16.25,122.87,178.55,0.7375,NaN,1.2656,NaN,74.5,322.57,535.73,231.41,NaN,NaN,NaN,60517,28.56,NaN,NaN,0.4625,NaN,NaN,18967,12.253,0,1,1,0,0,0,1,NaN,0.75,NaN,NaN,0,0.75,1,1,0.058824,0.5,NaN,1,NaN,0.75,0.64,0.56,0.3,NaN,NaN,NaN,1,0.72,NaN,NaN,0.5,NaN,NaN,NaN,0.5,NaN,0,14,7
NaN,NaN,NaN,NaN,NaN,5.6667,NaN,0.12917,117.55,0.1421,17.778,594.5,42.25,414.94,933.48,0.0125,NaN,1.5006,250.65,8,81.934,98.35,264.36,21.5,62988,0.0016818,5178.8,NaN,2.25,140.77,0.33143,NaN,NaN,2.19E+06,9.3925,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.66667,0.34783,0,0,1,1,1,0.97619,0,NaN,1,0.17391,0,0.26316,0.052632,0.52632,0.3,1,0.27273,0,NaN,0,0.21739,0.33333,NaN,NaN,NaN,0.5,NaN,1,16,6
0.7225,3600,1,81,0.89302,6612.2,NaN,10.409,189.98,0.035913,7.9231,3126.8,39.25,146.24,83.415,0.56917,0.42667,2.8971,222.86,29.833,317.42,405.35,423.17,133,1405.9,0.012783,2121.5,NaN,NaN,679.43,0.17083,NaN,NaN,16680,0.4875,0,1,0,0,0,0,1,NaN,0.83333,0.40909,0,0,0.83333,0.66667,1,0,0.33333,0,1,0.27273,0.33333,0.41667,0.30435,0.66667,1,0.66667,0.83333,0,NaN,NaN,0.72727,0.25,NaN,NaN,NaN,0,NaN,1,20,11
3.0625,1.16E+05,86615,90499,0.18669,33.75,NaN,0.0225,NaN,NaN,0.090909,261.75,150.75,58.33,642.55,0.0175,NaN,3.0469,NaN,6,576.02,811.07,266.06,NaN,NaN,NaN,52798,53.568,NaN,NaN,0.43,NaN,NaN,21522,264.25,0,1,1,1,1,0,0,NaN,0,NaN,NaN,0,0.5,1,0.75,0.70455,0,NaN,1,NaN,0,0.95349,0.76744,0.37209,NaN,NaN,NaN,1,0.86364,NaN,NaN,0.33333,NaN,NaN,NaN,1,NaN,0,13,3
NaN,NaN,NaN,NaN,NaN,62.5,NaN,0.0125,575.16,0.31923,2.0833,28900,1.25,223.1,49.215,1.5625,NaN,3.5806,637.19,74.5,650.25,802.59,56.25,27.273,2522.1,0.0032188,46926,NaN,2.5833,213.49,0.67136,NaN,NaN,18525,1.3492,95.902,NaN,NaN,NaN,NaN,NaN,0.5,NaN,0,1,0,0,1,0,1,0,1,NaN,1,0.6962,1,1,1,0,0.27273,0.54545,0.4375,1,NaN,0,0.29114,0.71212,NaN,NaN,NaN,0,NaN,1,11,11
NaN,361,4,25,0.55502,7744.7,NaN,18.083,NaN,0.0841,43.111,9121.4,8.9167,182.54,184.32,0.40917,0.125,1.0506,NaN,48.667,551.37,460.04,237.76,1.6667,4094.9,0.013767,30165,NaN,0.25,NaN,0.63118,NaN,NaN,23164,59.808,0,NaN,0,0,0,0,1,NaN,1,NaN,0,0,0.8,0.66667,1,0.042553,0.33333,0,1,NaN,0.66667,0.97561,0.60976,0.41463,0,1,1,1,NaN,0,NaN,0.29412,NaN,NaN,NaN,1,NaN,1,15,12
NaN,NaN,NaN,NaN,NaN,0.66667,NaN,0.0091667,374.07,0.1921,26.182,729,13.583,145.79,155.21,0.2525,NaN,1.8956,510.08,45,NaN,NaN,NaN,30.333,52319,0.0028091,27472,NaN,0.65,181.85,0.56406,NaN,NaN,1.65E+05,99.807,27.121,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0.76923,0,0,1,0.66667,1,0.095238,0,NaN,1,0.60938,0.5,NaN,NaN,NaN,0.33333,1,0.36364,0.6,NaN,0,0.32308,0.40625,NaN,NaN,NaN,1,NaN,1,19,12
NaN,NaN,NaN,NaN,NaN,99.667,NaN,0.0225,478.49,0.1093,18.333,NaN,6.25,309.14,126.19,0.0425,0.32667,4.049,545.34,25,1037.8,743.7,444.05,26.667,18692,0.0021429,27606,NaN,1.25,421.51,0.70667,NaN,NaN,19833,21.902,216.96,NaN,NaN,NaN,NaN,NaN,0.33333,NaN,0,0.90541,0,0,NaN,0,1,0.040541,0,0.33333,1,0.59459,0,1,0.7,0.6,0.25,0.91667,0.28571,0.75,NaN,0,0.38158,0.5,NaN,NaN,NaN,0.5,NaN,1,25,12
NaN,441,144,49,0.41602,488.5,NaN,0.0325,NaN,NaN,0.83333,650,21.25,102.17,1894.8,0.29583,0.25,1.7556,NaN,20,166.35,117.88,1400.6,NaN,NaN,NaN,51831,38.967,NaN,NaN,52.298,NaN,NaN,29432,154.1,0,NaN,0,0,0,0,0.5,NaN,0,NaN,NaN,0,0.5,0.5,1,0.93443,0,0,1,NaN,0,0.36667,0.067797,0.91667,NaN,NaN,NaN,0.66667,0.76667,NaN,NaN,0.26923,NaN,NaN,NaN,1,NaN,0,17,1
NaN,NaN,NaN,NaN,NaN,371.67,NaN,0.1225,119.86,NaN,2.3636,1463,30.25,74.857,701.57,0.049167,NaN,2.2273,98.588,32.333,NaN,NaN,NaN,25,380.25,0.0009,8463.3,NaN,2.25,1116.7,0.142,NaN,NaN,8166.7,7.6892,0,NaN,NaN,NaN,NaN,NaN,0.66667,NaN,0.33333,0.5,NaN,0,0.66667,1,1,0.72973,0,NaN,1,0.029412,0,NaN,NaN,NaN,0,1,0,0,NaN,0,0.88889,0.1,NaN,NaN,NaN,0,NaN,0,9,3
0.7225,1444,9,4,0.41602,1.5,NaN,0.0025,NaN,NaN,NaN,841.5,21.75,13.285,NaN,0.2275,5.4733,2.2619,NaN,5.5,NaN,NaN,NaN,8.6,4476.6,0.0005,13175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.76,0,1,0,0,0,0,0,NaN,0,NaN,NaN,NaN,0.75,1,0.25,NaN,0,1,1,NaN,0,NaN,NaN,NaN,0.2,0.6,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN
NaN,49,100,16,0.71402,8,NaN,0.0425,382.18,0.076521,38.294,1226,36.25,196.36,39.7,0.48917,NaN,0.98313,406.13,9,NaN,NaN,NaN,12.2,861.05,0.00218,9176.5,NaN,0.65,874.95,1.1035,NaN,NaN,1.00E+05,25.573,0,NaN,0,0,0,0,0,NaN,0,0.73333,0,0,1,1,1,0,0.33333,NaN,1,0.43333,0,NaN,NaN,NaN,0,0.8,0.2,0,NaN,0,0.48333,0.61667,NaN,NaN,NaN,0.5,NaN,1,20,7
3.8025,NaN,NaN,NaN,NaN,28.667,NaN,0.015833,377.83,0.28863,36.545,803,24.917,107.09,635.02,0.3025,0.04,1.874,463.15,114.67,515.18,905.24,189.52,28.6,2681.4,0.0041,2609,NaN,NaN,194.25,0.27273,NaN,NaN,1.78E+06,216.29,0,1,NaN,NaN,NaN,NaN,0,NaN,0,0.69697,0,0,0.33333,1,0.66667,0.63793,0,0,1,0.51515,1,0.85366,0.78049,0.2439,0.2,1,0.4,0,NaN,NaN,0.24242,0.27273,NaN,NaN,NaN,1,NaN,1,18,8
